Time,HA_MISG1,HpA_MISG1,HA_MISG2,HpA_MISG2,HA_MISG3,HpA_MISG3,HA_MISG4,HpA_MISG4,HA_MISG5,HpA_MISG5,HA_MISG6,HpA_MISG6,HA_MISG7,HpA_MISG7,HA_MISG8,HpA_MISG8,HA_MISG9,HpA_MISG9
2460.0,16629.7,9582.55,16773.6,9636.12,16880.6,9672.48,16947.5,9714.15,17017.7,9772.7,18427.3,19967.3,18567.5,20100.4,18698.5,20213.5,18797.1,20290.1
2480.0,16590.0,9563.8,16712.6,9621.14,16815.4,9657.27,16899.9,9708.4,16955.8,9771.72,18376.3,19939.7,18503.3,20067.8,18641.0,20188.6,18738.5,20263.8
2500.0,16561.1,9563.59,16674.8,9613.95,16780.5,9643.27,16863.9,9700.08,16920.5,9758.05,18331.9,19931.5,18464.5,20054.2,18603.6,20182.6,18700.3,20240.8
2520.0,16546.9,9562.4,16627.8,9604.35,16749.0,9643.51,16842.8,9700.91,16897.5,9747.07,18325.3,19909.1,18436.4,20031.2,18571.8,20154.2,18642.5,20238.9
2540.0,16533.4,9554.75,16620.6,9595.87,16721.2,9639.09,16807.2,9690.38,16871.7,9741.39,18291.9,19894.5,18406.9,20039.7,18537.2,20152.3,18623.3,20213.8
2560.0,16505.3,9550.83,16598.7,9593.12,16699.6,9630.83,16782.6,9694.65,16837.7,9737.81,18272.3,19878.0,18402.5,20019.5,18495.4,20127.9,18594.3,20213.4
2580.0,16497.0,9543.0,16589.1,9585.66,16668.4,9625.2,16765.1,9695.41,16828.5,9740.8,18248.6,19878.0,18396.4,20018.3,18486.7,20105.1,18579.8,20196.6
2600.0,16481.2,9538.29,16587.6,9582.99,16667.9,9622.77,16753.2,9682.16,16799.6,9742.9,18245.0,19852.7,18351.7,20002.8,18478.1,20092.6,18537.5,20202.1
2620.0,16469.6,9533.89,16555.7,9586.14,16645.3,9616.98,16744.1,9687.13,16810.0,9740.27,18238.7,19856.8,18350.3,19994.2,18470.2,20120.0,18543.2,20182.3
2640.0,16449.8,9526.75,16552.9,9584.33,16639.7,9616.08,16739.4,9681.68,16798.3,9737.64,18216.6,19852.3,18326.0,19983.0,18449.5,20113.4,18528.6,20177.3
2660.0,16448.2,9523.04,16542.0,9576.48,16630.3,9610.61,16719.6,9683.35,16782.6,9740.53,18200.0,19844.7,18317.4,19977.4,18427.2,20106.7,18521.5,20177.3
2680.0,16439.0,9528.35,16524.6,9575.56,16607.2,9612.08,16701.4,9678.75,16783.1,9741.74,18202.9,19830.4,18306.8,19962.7,18424.8,20103.8,18517.1,20169.0
2700.0,16423.1,9522.94,16528.4,9573.99,16595.3,9616.77,16685.7,9679.96,16754.4,9733.34,18184.2,19831.9,18305.3,19972.8,18408.7,20095.2,18497.0,20162.0
2720.0,16425.0,9522.71,16513.8,9578.4,16585.7,9610.33,16672.4,9672.39,16740.9,9731.62,18175.3,19817.1,18293.8,19977.6,18393.7,20100.0,18486.8,20160.0
